Upgrade_ID,Upgrade_char,Upgrade_ingrd_C1,Upgrade_ingrd_Itm1,Ingrd_Itm1_amount,Upgrade_ingrd_Itm2,Ingrd_Itm2_amount,Upgrade_info
9054009,14090105,13090105,7106,3,0,0,캐릭터 승아 (등급4 lv9) = 승아 (등급3 lv9) + (7110) 3개
9054010,14100105,13100105,7106,3,0,0,캐릭터 승아 (등급4 lv10) = 승아 (등급3 lv10) + (7110) 3개
9082001,12010208,11010208,7107,1,0,0,캐릭터 지우 (등급2 lv1)을 만들기 위해서는 캐릭터 지우 (등급1 lv1) + 완전한 '지우' 캐릭터 조각 모음 1개 가 필요하다.
9082002,12020208,11020208,7107,1,0,0,캐릭터 지우 (등급2 lv2) = 지우 (등급1 lv2) + (7110) 1개
9082003,12030208,11030208,7107,1,0,0,캐릭터 지우 (등급2 lv3) = 지우 (등급1 lv3) + (7110) 1개
9082004,12040208,11040208,7107,1,0,0,캐릭터 지우 (등급2 lv4) = 지우 (등급1 lv4) + (7110) 1개
9082005,12050208,11050208,7107,1,0,0,캐릭터 지우 (등급2 lv5) = 지우 (등급1 lv5) + (7110) 1개
9082006,12060208,11060208,7107,1,0,0,캐릭터 지우 (등급2 lv6) = 지우 (등급1 lv6) + (7110) 1개
9082007,12070208,11070208,7107,1,0,0,캐릭터 지우 (등급2 lv7) = 지우 (등급1 lv7) + (7110) 1개
9082008,12080208,11080208,7107,1,0,0,캐릭터 지우 (등급2 lv8) = 지우 (등급1 lv8) + (7110) 1개
9082009,12090208,11090208,7107,1,0,0,캐릭터 지우 (등급2 lv9) = 지우 (등급1 lv9) + (7110) 1개
9082010,12100208,11100208,7107,1,0,0,캐릭터 지우 (등급2 lv10) = 지우 (등급1 lv10) + (7110) 1개
9083001,13010208,12010208,7107,2,0,0,캐릭터 지우 (등급3 lv1)을 만들기 위해서는 캐릭터 지우 (등급2 lv1) + 완전한 '지우' 캐릭터 조각 모음 2개 가 필요하다.
9083002,13020208,12020208,7107,2,0,0,캐릭터 지우 (등급3 lv2) = 지우 (등급2 lv2) + (7110) 2개
9083003,13030208,12030208,7107,2,0,0,캐릭터 지우 (등급3 lv3) = 지우 (등급2 lv3) + (7110) 2개
9083004,13040208,12040208,7107,2,0,0,캐릭터 지우 (등급3 lv4) = 지우 (등급2 lv4) + (7110) 2개
9083005,13050208,12050208,7107,2,0,0,캐릭터 지우 (등급3 lv5) = 지우 (등급2 lv5) + (7110) 2개
9083006,13060208,12060208,7107,2,0,0,캐릭터 지우 (등급3 lv6) = 지우 (등급2 lv6) + (7110) 2개
9083007,13070208,12070208,7107,2,0,0,캐릭터 지우 (등급3 lv7) = 지우 (등급2 lv7) + (7110) 2개
9083008,13080208,12080208,7107,2,0,0,캐릭터 지우 (등급3 lv8) = 지우 (등급2 lv8) + (7110) 2개
9083009,13090208,12090208,7107,2,0,0,캐릭터 지우 (등급3 lv9) = 지우 (등급2 lv9) + (7110) 2개
9083010,13100208,12100208,7107,2,0,0,캐릭터 지우 (등급3 lv10) = 지우 (등급2 lv10) + (7110) 2개
9084001,14010208,13010208,7107,3,0,0,캐릭터 지우 (등급4 lv1)을 만들기 위해서는 캐릭터 지우 (등급3 lv1) + 완전한 '지우' 캐릭터 조각 모음 3개 가 필요하다.
9084002,14020208,13020208,7107,3,0,0,캐릭터 지우 (등급4 lv2) = 지우 (등급3 lv2) + (7110) 3개
9084003,14030208,13030208,7107,3,0,0,캐릭터 지우 (등급4 lv3) = 지우 (등급3 lv3) + (7110) 3개
9084004,14040208,13040208,7107,3,0,0,캐릭터 지우 (등급4 lv4) = 지우 (등급3 lv4) + (7110) 3개
9084005,14050208,13050208,7107,3,0,0,캐릭터 지우 (등급4 lv5) = 지우 (등급3 lv5) + (7110) 3개
9084006,14060208,13060208,7107,3,0,0,캐릭터 지우 (등급4 lv6) = 지우 (등급3 lv6) + (7110) 3개
9084007,14070208,13070208,7107,3,0,0,캐릭터 지우 (등급4 lv7) = 지우 (등급3 lv7) + (7110) 3개
9084008,14080208,13080208,7107,3,0,0,캐릭터 지우 (등급4 lv8) = 지우 (등급3 lv8) + (7110) 3개
9084009,14090208,13090208,7107,3,0,0,캐릭터 지우 (등급4 lv9) = 지우 (등급3 lv9) + (7110) 3개
9084010,14100208,13100208,7107,3,0,0,캐릭터 지우 (등급4 lv10) = 지우 (등급3 lv10) + (7110) 3개
9062001,12010406,11010406,7108,1,0,0,캐릭터 에리 (등급2 lv1)을 만들기 위해서는 캐릭터 에리 (등급1 lv1) + 완전한 '에리' 캐릭터 조각 모음 1개 가 필요하다.
9062002,12020406,11020406,7108,1,0,0,캐릭터 에리 (등급2 lv2) = 에리 (등급1 lv2) + (7110) 1개
9062003,12030406,11030406,7108,1,0,0,캐릭터 에리 (등급2 lv3) = 에리 (등급1 lv3) + (7110) 1개
9062004,12040406,11040406,7108,1,0,0,캐릭터 에리 (등급2 lv4) = 에리 (등급1 lv4) + (7110) 1개
9062005,12050406,11050406,7108,1,0,0,캐릭터 에리 (등급2 lv5) = 에리 (등급1 lv5) + (7110) 1개
9062006,12060406,11060406,7108,1,0,0,캐릭터 에리 (등급2 lv6) = 에리 (등급1 lv6) + (7110) 1개
9062007,12070406,11070406,7108,1,0,0,캐릭터 에리 (등급2 lv7) = 에리 (등급1 lv7) + (7110) 1개
9062008,12080406,11080406,7108,1,0,0,캐릭터 에리 (등급2 lv8) = 에리 (등급1 lv8) + (7110) 1개
9062009,12090406,11090406,7108,1,0,0,캐릭터 에리 (등급2 lv9) = 에리 (등급1 lv9) + (7110) 1개
9062010,12100406,11100406,7108,1,0,0,캐릭터 에리 (등급2 lv10) = 에리 (등급1 lv10) + (7110) 1개
9063001,13010406,12010406,7108,2,0,0,캐릭터 에리 (등급3 lv1)을 만들기 위해서는 캐릭터 에리 (등급2 lv1) + 완전한 '에리' 캐릭터 조각 모음 2개 가 필요하다.
9063002,13020406,12020406,7108,2,0,0,캐릭터 에리 (등급3 lv2) = 에리 (등급2 lv2) + (7110) 2개
9063003,13030406,12030406,7108,2,0,0,캐릭터 에리 (등급3 lv3) = 에리 (등급2 lv3) + (7110) 2개
9063004,13040406,12040406,7108,2,0,0,캐릭터 에리 (등급3 lv4) = 에리 (등급2 lv4) + (7110) 2개
9063005,13050406,12050406,7108,2,0,0,캐릭터 에리 (등급3 lv5) = 에리 (등급2 lv5) + (7110) 2개
9063006,13060406,12060406,7108,2,0,0,캐릭터 에리 (등급3 lv6) = 에리 (등급2 lv6) + (7110) 2개
9063007,13070406,12070406,7108,2,0,0,캐릭터 에리 (등급3 lv7) = 에리 (등급2 lv7) + (7110) 2개
9063008,13080406,12080406,7108,2,0,0,캐릭터 에리 (등급3 lv8) = 에리 (등급2 lv8) + (7110) 2개
9063009,13090406,12090406,7108,2,0,0,캐릭터 에리 (등급3 lv9) = 에리 (등급2 lv9) + (7110) 2개
9063010,13100406,12100406,7108,2,0,0,캐릭터 에리 (등급3 lv10) = 에리 (등급2 lv10) + (7110) 2개
9064001,14010406,13010406,7108,3,0,0,캐릭터 에리 (등급4 lv1)을 만들기 위해서는 캐릭터 에리 (등급3 lv1) + 완전한 '에리' 캐릭터 조각 모음 3개 가 필요하다.
9064002,14020406,13020406,7108,3,0,0,캐릭터 에리 (등급4 lv2) = 에리 (등급3 lv2) + (7110) 3개
9064003,14030406,13030406,7108,3,0,0,캐릭터 에리 (등급4 lv3) = 에리 (등급3 lv3) + (7110) 3개
9064004,14040406,13040406,7108,3,0,0,캐릭터 에리 (등급4 lv4) = 에리 (등급3 lv4) + (7110) 3개
9064005,14050406,13050406,7108,3,0,0,캐릭터 에리 (등급4 lv5) = 에리 (등급3 lv5) + (7110) 3개
9064006,14060406,13060406,7108,3,0,0,캐릭터 에리 (등급4 lv6) = 에리 (등급3 lv6) + (7110) 3개
9064007,14070406,13070406,7108,3,0,0,캐릭터 에리 (등급4 lv7) = 에리 (등급3 lv7) + (7110) 3개
9064008,14080406,13080406,7108,3,0,0,캐릭터 에리 (등급4 lv8) = 에리 (등급3 lv8) + (7110) 3개
9064009,14090406,13090406,7108,3,0,0,캐릭터 에리 (등급4 lv9) = 에리 (등급3 lv9) + (7110) 3개
9064010,14100406,13100406,7108,3,0,0,캐릭터 에리 (등급4 lv10) = 에리 (등급3 lv10) + (7110) 3개
9092001,12010609,11010609,7109,1,0,0,캐릭터 지아 (등급2 lv1)을 만들기 위해서는 캐릭터 지아 (등급1 lv1) + 완전한 '지아' 캐릭터 조각 모음 1개 가 필요하다.
9092002,12020609,11020609,7109,1,0,0,캐릭터 지아 (등급2 lv2) = 지아 (등급1 lv2) + (7110) 1개
9092003,12030609,11030609,7109,1,0,0,캐릭터 지아 (등급2 lv3) = 지아 (등급1 lv3) + (7110) 1개
9092004,12040609,11040609,7109,1,0,0,캐릭터 지아 (등급2 lv4) = 지아 (등급1 lv4) + (7110) 1개
9092005,12050609,11050609,7109,1,0,0,캐릭터 지아 (등급2 lv5) = 지아 (등급1 lv5) + (7110) 1개
9092006,12060609,11060609,7109,1,0,0,캐릭터 지아 (등급2 lv6) = 지아 (등급1 lv6) + (7110) 1개
9092007,12070609,11070609,7109,1,0,0,캐릭터 지아 (등급2 lv7) = 지아 (등급1 lv7) + (7110) 1개
9092008,12080609,11080609,7109,1,0,0,캐릭터 지아 (등급2 lv8) = 지아 (등급1 lv8) + (7110) 1개
9092009,12090609,11090609,7109,1,0,0,캐릭터 지아 (등급2 lv9) = 지아 (등급1 lv9) + (7110) 1개
9092010,12100609,11100609,7109,1,0,0,캐릭터 지아 (등급2 lv10) = 지아 (등급1 lv10) + (7110) 1개
9093001,13010609,12010609,7109,2,0,0,캐릭터 지아 (등급3 lv1)을 만들기 위해서는 캐릭터 지아 (등급2 lv1) + 완전한 '지아' 캐릭터 조각 모음 2개 가 필요하다.
9093002,13020609,12020609,7109,2,0,0,캐릭터 지아 (등급3 lv2) = 지아 (등급2 lv2) + (7110) 2개
9093003,13030609,12030609,7109,2,0,0,캐릭터 지아 (등급3 lv3) = 지아 (등급2 lv3) + (7110) 2개
9093004,13040609,12040609,7109,2,0,0,캐릭터 지아 (등급3 lv4) = 지아 (등급2 lv4) + (7110) 2개
9093005,13050609,12050609,7109,2,0,0,캐릭터 지아 (등급3 lv5) = 지아 (등급2 lv5) + (7110) 2개
9093006,13060609,12060609,7109,2,0,0,캐릭터 지아 (등급3 lv6) = 지아 (등급2 lv6) + (7110) 2개
9093007,13070609,12070609,7109,2,0,0,캐릭터 지아 (등급3 lv7) = 지아 (등급2 lv7) + (7110) 2개
9093008,13080609,12080609,7109,2,0,0,캐릭터 지아 (등급3 lv8) = 지아 (등급2 lv8) + (7110) 2개
9093009,13090609,12090609,7109,2,0,0,캐릭터 지아 (등급3 lv9) = 지아 (등급2 lv9) + (7110) 2개
9093010,13100609,12100609,7109,2,0,0,캐릭터 지아 (등급3 lv10) = 지아 (등급2 lv10) + (7110) 2개
9071001,14010609,13010609,7109,3,0,0,캐릭터 지아 (등급4 lv1)을 만들기 위해서는 캐릭터 지아 (등급3 lv1) + 완전한 '지아' 캐릭터 조각 모음 3개 가 필요하다.
9071002,14020609,13020609,7109,3,0,0,캐릭터 지아 (등급4 lv2) = 지아 (등급3 lv2) + (7110) 3개
9071003,14030609,13030609,7109,3,0,0,캐릭터 지아 (등급4 lv3) = 지아 (등급3 lv3) + (7110) 3개
9071004,14040609,13040609,7109,3,0,0,캐릭터 지아 (등급4 lv4) = 지아 (등급3 lv4) + (7110) 3개
9071005,14050609,13050609,7109,3,0,0,캐릭터 지아 (등급4 lv5) = 지아 (등급3 lv5) + (7110) 3개
9071006,14060609,13060609,7109,3,0,0,캐릭터 지아 (등급4 lv6) = 지아 (등급3 lv6) + (7110) 3개
9071007,14070609,13070609,7109,3,0,0,캐릭터 지아 (등급4 lv7) = 지아 (등급3 lv7) + (7110) 3개
9071008,14080609,13080609,7109,3,0,0,캐릭터 지아 (등급4 lv8) = 지아 (등급3 lv8) + (7110) 3개
9071009,14090609,13090609,7109,3,0,0,캐릭터 지아 (등급4 lv9) = 지아 (등급3 lv9) + (7110) 3개
9071010,14100609,13100609,7109,3,0,0,캐릭터 지아 (등급4 lv10) = 지아 (등급3 lv10) + (7110) 3개
9072001,12010707,11010707,7111,1,0,0,캐릭터 레나 (등급2 lv1)을 만들기 위해서는 캐릭터 레나 (등급1 lv1) + 완전한 '레나' 캐릭터 조각 모음 1개 가 필요하다.
9072002,12020707,11020707,7111,1,0,0,캐릭터 레나 (등급2 lv2) = 레나 (등급1 lv2) + (7110) 1개
9072003,12030707,11030707,7111,1,0,0,캐릭터 레나 (등급2 lv3) = 레나 (등급1 lv3) + (7110) 1개
9072004,12040707,11040707,7111,1,0,0,캐릭터 레나 (등급2 lv4) = 레나 (등급1 lv4) + (7110) 1개
9072005,12050707,11050707,7111,1,0,0,캐릭터 레나 (등급2 lv5) = 레나 (등급1 lv5) + (7110) 1개
9072006,12060707,11060707,7111,1,0,0,캐릭터 레나 (등급2 lv6) = 레나 (등급1 lv6) + (7110) 1개
9072007,12070707,11070707,7111,1,0,0,캐릭터 레나 (등급2 lv7) = 레나 (등급1 lv7) + (7110) 1개
9072008,12080707,11080707,7111,1,0,0,캐릭터 레나 (등급2 lv8) = 레나 (등급1 lv8) + (7110) 1개
9072009,12090707,11090707,7111,1,0,0,캐릭터 레나 (등급2 lv9) = 레나 (등급1 lv9) + (7110) 1개
9072010,12100707,11100707,7111,1,0,0,캐릭터 레나 (등급2 lv10) = 레나 (등급1 lv10) + (7110) 1개
9073001,13010707,12010707,7111,2,0,0,캐릭터 레나 (등급3 lv1)을 만들기 위해서는 캐릭터 레나 (등급2 lv1) + 완전한 '레나' 캐릭터 조각 모음 2개 가 필요하다.
9073002,13020707,12020707,7111,2,0,0,캐릭터 레나 (등급3 lv2) = 레나 (등급2 lv2) + (7110) 2개
9073003,13030707,12030707,7111,2,0,0,캐릭터 레나 (등급3 lv3) = 레나 (등급2 lv3) + (7110) 2개
9073004,13040707,12040707,7111,2,0,0,캐릭터 레나 (등급3 lv4) = 레나 (등급2 lv4) + (7110) 2개
9073005,13050707,12050707,7111,2,0,0,캐릭터 레나 (등급3 lv5) = 레나 (등급2 lv5) + (7110) 2개
9073006,13060707,12060707,7111,2,0,0,캐릭터 레나 (등급3 lv6) = 레나 (등급2 lv6) + (7110) 2개
9073007,13070707,12070707,7111,2,0,0,캐릭터 레나 (등급3 lv7) = 레나 (등급2 lv7) + (7110) 2개
9073008,13080707,12080707,7111,2,0,0,캐릭터 레나 (등급3 lv8) = 레나 (등급2 lv8) + (7110) 2개
9073009,13090707,12090707,7111,2,0,0,캐릭터 레나 (등급3 lv9) = 레나 (등급2 lv9) + (7110) 2개
9073010,13100707,12100707,7111,2,0,0,캐릭터 레나 (등급3 lv10) = 레나 (등급2 lv10) + (7110) 2개
9101001,14010707,13010707,7111,3,0,0,캐릭터 레나 (등급4 lv1)을 만들기 위해서는 캐릭터 레나 (등급3 lv1) + 완전한 '레나' 캐릭터 조각 모음 3개 가 필요하다.
9101002,14020707,13020707,7111,3,0,0,캐릭터 레나 (등급4 lv2) = 레나 (등급3 lv2) + (7110) 3개
9101003,14030707,13030707,7111,3,0,0,캐릭터 레나 (등급4 lv3) = 레나 (등급3 lv3) + (7110) 3개
9101004,14040707,13040707,7111,3,0,0,캐릭터 레나 (등급4 lv4) = 레나 (등급3 lv4) + (7110) 3개
9101005,14050707,13050707,7111,3,0,0,캐릭터 레나 (등급4 lv5) = 레나 (등급3 lv5) + (7110) 3개
9101006,14060707,13060707,7111,3,0,0,캐릭터 레나 (등급4 lv6) = 레나 (등급3 lv6) + (7110) 3개
9101007,14070707,13070707,7111,3,0,0,캐릭터 레나 (등급4 lv7) = 레나 (등급3 lv7) + (7110) 3개
9101008,14080707,13080707,7111,3,0,0,캐릭터 레나 (등급4 lv8) = 레나 (등급3 lv8) + (7110) 3개
9101009,14090707,13090707,7111,3,0,0,캐릭터 레나 (등급4 lv9) = 레나 (등급3 lv9) + (7110) 3개
9101010,14100707,13100707,7111,3,0,0,캐릭터 레나 (등급4 lv10) = 레나 (등급3 lv10) + (7110) 3개
9102001,12010310,11010310,7112,1,0,0,캐릭터 아윤 (등급2 lv1)을 만들기 위해서는 캐릭터 아윤 (등급1 lv1) + 완전한 '아윤' 캐릭터 조각 모음 1개 가 필요하다.
9102002,12020310,11020310,7112,1,0,0,캐릭터 아윤 (등급2 lv2) = 아윤 (등급1 lv2) + (7110) 1개
9102003,12030310,11030310,7112,1,0,0,캐릭터 아윤 (등급2 lv3) = 아윤 (등급1 lv3) + (7110) 1개
9102004,12040310,11040310,7112,1,0,0,캐릭터 아윤 (등급2 lv4) = 아윤 (등급1 lv4) + (7110) 1개
9102005,12050310,11050310,7112,1,0,0,캐릭터 아윤 (등급2 lv5) = 아윤 (등급1 lv5) + (7110) 1개
9102006,12060310,11060310,7112,1,0,0,캐릭터 아윤 (등급2 lv6) = 아윤 (등급1 lv6) + (7110) 1개
9102007,12070310,11070310,7112,1,0,0,캐릭터 아윤 (등급2 lv7) = 아윤 (등급1 lv7) + (7110) 1개
9102008,12080310,11080310,7112,1,0,0,캐릭터 아윤 (등급2 lv8) = 아윤 (등급1 lv8) + (7110) 1개
9102009,12090310,11090310,7112,1,0,0,캐릭터 아윤 (등급2 lv9) = 아윤 (등급1 lv9) + (7110) 1개
9102010,12100310,11100310,7112,1,0,0,캐릭터 아윤 (등급2 lv10) = 아윤 (등급1 lv10) + (7110) 1개
9103001,13010310,12010310,7112,2,0,0,캐릭터 아윤 (등급3 lv1)을 만들기 위해서는 캐릭터 아윤 (등급2 lv1) + 완전한 '아윤' 캐릭터 조각 모음 2개 가 필요하다.
9103002,13020310,12020310,7112,2,0,0,캐릭터 아윤 (등급3 lv2) = 아윤 (등급2 lv2) + (7110) 2개
9103003,13030310,12030310,7112,2,0,0,캐릭터 아윤 (등급3 lv3) = 아윤 (등급2 lv3) + (7110) 2개
9103004,13040310,12040310,7112,2,0,0,캐릭터 아윤 (등급3 lv4) = 아윤 (등급2 lv4) + (7110) 2개
9103005,13050310,12050310,7112,2,0,0,캐릭터 아윤 (등급3 lv5) = 아윤 (등급2 lv5) + (7110) 2개
9103006,13060310,12060310,7112,2,0,0,캐릭터 아윤 (등급3 lv6) = 아윤 (등급2 lv6) + (7110) 2개
9103007,13070310,12070310,7112,2,0,0,캐릭터 아윤 (등급3 lv7) = 아윤 (등급2 lv7) + (7110) 2개
9103008,13080310,12080310,7112,2,0,0,캐릭터 아윤 (등급3 lv8) = 아윤 (등급2 lv8) + (7110) 2개
9103009,13090310,12090310,7112,2,0,0,캐릭터 아윤 (등급3 lv9) = 아윤 (등급2 lv9) + (7110) 2개
9103010,13100310,12100310,7112,2,0,0,캐릭터 아윤 (등급3 lv10) = 아윤 (등급2 lv10) + (7110) 2개
9104001,14010310,13010310,7112,3,0,0,캐릭터 아윤 (등급4 lv1)을 만들기 위해서는 캐릭터 아윤 (등급3 lv1) + 완전한 '아윤' 캐릭터 조각 모음 3개 가 필요하다.
9104002,14020310,13020310,7112,3,0,0,캐릭터 아윤 (등급4 lv2) = 아윤 (등급3 lv2) + (7110) 3개
9104003,14030310,13030310,7112,3,0,0,캐릭터 아윤 (등급4 lv3) = 아윤 (등급3 lv3) + (7110) 3개
9104004,14040310,13040310,7112,3,0,0,캐릭터 아윤 (등급4 lv4) = 아윤 (등급3 lv4) + (7110) 3개
9104005,14050310,13050310,7112,3,0,0,캐릭터 아윤 (등급4 lv5) = 아윤 (등급3 lv5) + (7110) 3개
9104006,14060310,13060310,7112,3,0,0,캐릭터 아윤 (등급4 lv6) = 아윤 (등급3 lv6) + (7110) 3개
9104007,14070310,13070310,7112,3,0,0,캐릭터 아윤 (등급4 lv7) = 아윤 (등급3 lv7) + (7110) 3개
9104008,14080310,13080310,7112,3,0,0,캐릭터 아윤 (등급4 lv8) = 아윤 (등급3 lv8) + (7110) 3개
9104009,14090310,13090310,7112,3,0,0,캐릭터 아윤 (등급4 lv9) = 아윤 (등급3 lv9) + (7110) 3개
9104010,14100310,13100310,7112,3,0,0,캐릭터 아윤 (등급4 lv10) = 아윤 (등급3 lv10) + (7110) 3개